sleep_mins,sleep_qlt,steps,rhr_avg,screen_mins,water_l,stress_avg,mood_avg,caffeine_mg,diet_qlt,prod_mins,exercise_mins,wellness_tmrw
336.370604479313,7,7943,76.41485865632133,141.09118042950843,1.8125112445821157,4,2,0.0,7,266,179,52.530766739195
446.1740089825769,5,12954,72.19204628068456,371.6330574188469,3.0424459464123035,9,10,194.0849902249573,1,475,18,29.801392319457204
485.16959375966957,5,8804,70.40245218204257,410.9624909817388,3.826644238882772,10,5,172.44811420396064,1,107,105,17.650704292023413
444.3385162456779,7,7565,71.9479659104632,261.93799787586244,1.148993749051174,6,5,0.0,10,331,20,57.68230365341973
423.6733236680467,5,6984,77.42478221292954,347.51130882066565,1.3237587079441144,1,6,102.80717158799374,3,422,63,55.60556369236318
410.3205339175712,7,5670,69.22320346077342,526.4493687594061,2.064962570638284,3,6,142.14347594602307,2,89,164,31.147412938914933
325.5464166935452,7,19574,70.43455109163389,171.40883703874113,2.288764876854435,3,6,253.1453678499708,2,204,26,38.88423852763648
380.171216995581,8,10184,79.10536592110245,141.25505925613095,2.8295756524439963,10,2,177.97790863154069,7,378,54,33.09793527939484
398.8340084908953,4,3192,67.34730700589473,403.90489889913187,1.4870935931188112,4,10,50.834741817735875,10,455,28,23.33753716815172
508.1128002877619,7,2248,74.94512476224546,368.63139542971203,1.3495127706804286,6,3,255.63107667615705,2,446,147,45.435298565809106
456.74051684892925,6,12246,65.97036415461487,454.32574431192177,2.310469722506904,7,6,123.50238101711113,4,447,24,33.9503113052743
305.06110881388315,9,13790,66.67306126870572,385.46907178556546,1.9932794238342655,10,8,99.53270904775266,2,444,69,53.62272727609197
455.33404579642524,4,19381,69.16760194560291,214.83674052387096,2.9413767982172203,4,1,93.83054427289503,6,380,62,62.71806276511121
404.27407581002524,4,4687,74.12218282389412,364.82889771981075,2.589887842552307,6,1,0.0,8,437,163,35.00481388551375
383.26161597797096,4,5018,79.55345570040855,128.68101850557397,2.6443034781065755,1,2,111.21843969470861,10,219,129,50.65555316188654
476.0406927965425,8,12302,70.7723621083102,262.452193240051,2.1164149228985067,8,6,159.79882058445264,4,377,149,69.40512616586993
506.2319656197085,7,2970,58.00130470941164,375.41988464496063,4.0,7,9,89.16933379798274,5,93,15,39.313189159803855
499.0521685763663,8,9389,75.0515703482715,245.92286749141653,1.5298016147249922,9,4,153.63619817980467,4,456,145,48.187205479761616
371.57633832797006,7,18586,89.63073739316567,670.207827334474,2.6886478670038203,3,3,50.84871432686553,3,102,99,45.776560711960876
409.7367089387125,8,16374,70.8693506485388,16.172362676449943,1.1842480103415143,2,8,108.72576685779042,5,222,29,75.92576742553555
455.8509670610566,8,6788,56.329858886563365,217.87644645017838,1.3412258578084382,1,10,145.32322612869055,9,185,44,69.69530071602928
502.2392491528098,9,6408,71.35722311576681,159.33302491951343,1.7141235209876362,3,9,135.17287016507368,8,468,18,59.402962390279455
397.4994548751391,6,10446,69.97589917452929,194.94767888130698,3.503458669294421,5,5,0.0,8,183,33,40.45765563369622
418.6325536802052,8,1922,69.30312925310088,203.5502664778682,2.4111155443632155,2,9,84.87952393030172,8,161,140,63.29003897586304
352.34388187156594,9,1419,77.56327919981706,101.03689697115102,1.7276175451645,3,2,254.1970344250085,8,246,170,50.1749924825832
345.87312306619174,5,19588,81.0261982906858,412.9053222858941,2.4995490607636586,4,3,80.60431405355857,7,30,61,52.515153395433266
490.50185921238227,6,11789,75.46868596160866,217.9357053919348,2.228118305139607,7,7,121.26460352894715,8,51,117,42.63761149056865
529.6492820570993,8,2120,68.93553532263145,324.5360003382982,1.8064213046887043,3,7,113.05953995608445,8,344,99,69.96502162659756
426.81527124621596,4,12260,79.00543027495704,234.77613571346325,1.0826969153694181,9,6,245.4591807135721,8,75,21,28.560278414536448
504.2543686482258,5,18334,58.049362870286075,196.36793815706855,3.3508339876098323,8,6,223.22944977557364,10,384,179,87.66177599755548
458.0377938034297,5,3336,64.27155103412804,550.8418854130274,2.367854502968034,4,2,184.60247998550477,7,438,179,38.12588795788781
385.5513776684311,9,6373,65.16297777118616,438.43982733141115,3.9389906987745915,1,10,42.1406149301973,1,277,110,70.21489276937666
458.0204835966058,5,3243,69.75239481654452,19.769940006728284,2.952257296432704,1,6,148.7346439353664,4,39,163,60.56146204463495
542.7386327855498,6,5612,74.05387729989471,3.8793827496169797,2.641055779808834,1,4,165.43533944601054,4,100,72,63.91519744325581
429.4205251840835,8,14946,68.39429641330173,456.39132534547304,1.8518365371064265,1,3,64.11161315231566,5,110,146,69.01865374880488
544.6543432186085,8,19249,62.7517136439818,222.02199126768693,1.3237235489144668,8,2,50.35863153218489,10,384,37,75.91971477604986
243.37835250553843,4,12104,77.79880227756904,52.63764990986658,2.0258152124092423,3,1,256.4011317765624,6,320,69,0.0
491.1769803150161,9,14429,68.11634622236245,456.8602698810511,1.3005659246353356,6,5,95.93573502264569,4,248,115,70.91086038749172
438.26738891314835,4,7371,70.81703136696827,325.3686075148636,2.720152304584604,3,2,249.19814551289187,2,190,78,29.26840176443341
410.47147076645757,5,7359,74.40854196380727,337.73566272484794,3.5061219981577043,5,2,199.7675004395627,6,181,147,34.32086732170661
438.60677591055617,4,8863,70.31102086338358,421.4308908008861,1.9912701871062959,7,7,152.6301425900257,8,425,8,41.217197004107476
288.8950381487357,6,4228,70.34617355795432,103.50342625764097,2.955592777912958,2,8,156.20251490875876,8,404,31,31.929590876740736
416.18362407569913,8,15382,78.24378736348663,55.274876792375295,1.6486167438265147,6,10,7.966435173538585,7,334,131,70.33861952996101
457.71210514884575,5,19755,71.21095579656301,537.1431442354803,1.9580265294341193,6,8,136.54198238675332,6,208,49,61.13928543389032
538.4083712213892,4,3891,76.90237588632391,84.42498588865612,1.5480288123476458,3,4,233.3616330385301,2,21,81,30.461738126750472
394.68454428429743,9,4756,74.35733955454712,116.66433043866539,0.4934935719435918,6,1,174.5071602548487,7,165,4,29.82480032858202
373.7884605916905,6,16770,86.13510035349533,146.63469306813508,2.170773320065112,10,7,132.34693496515283,5,98,147,37.82363335951568
395.8734928619134,6,17478,73.27530734295304,611.9918885535783,2.3027613900782025,10,1,256.9549756653624,6,207,86,29.530470969897983
497.9089524745493,4,3674,75.10378616120619,374.0074950617284,3.05268879900931,5,4,105.19674218713568,10,7,125,39.51085482624376
455.67007989549734,8,7898,78.81325371197094,444.811196165307,2.8363506021354303,2,8,70.43554599826524,8,189,74,52.77961605067591
393.8572653287732,4,11147,70.50894207960135,329.4251318368093,2.8471623192311966,9,2,132.30655328626057,8,174,164,24.290662042612812
468.9552551841616,5,1793,64.89717522616448,209.71691831981497,1.4207710215056986,8,6,181.31738944892768,3,272,21,14.98795932198505
438.98958355305894,4,3116,66.20683535101234,394.6936924890252,2.5675978448565537,3,6,0.0,7,16,67,32.60120373562982
501.74243931836804,6,6779,66.2839445959801,66.50760438047948,3.466075172385274,8,9,142.7894914792334,1,89,43,45.832403973565086
381.4521772408307,4,13298,62.39735225442625,135.70748218552578,2.5038942805672653,9,5,184.8276012429048,1,140,33,21.38496385575678
408.40832544496067,8,15153,72.54244135361508,409.9462768892222,3.662874890451998,3,10,98.42866997625113,7,144,76,53.6152683657058
403.7682129744847,9,12111,64.96386761560733,96.411715375983,3.8151728888958907,3,4,208.55718130421133,10,165,41,76.6972708790417
326.6269237344875,7,11789,71.55882256961478,271.637779625719,1.9852253837666838,2,5,171.2949329928856,9,336,136,57.69621627473674
453.3206599486495,4,12397,68.73060445031491,278.4731483466882,1.6424482039355428,8,10,291.3106494808862,7,77,105,44.38036603914742
450.79597959695207,8,13999,69.66702805365988,220.7006994994257,1.59083026766484,10,5,59.95176819350279,10,428,94,61.28183674013417
432.3681688782572,8,1814,74.44845318263084,7.332228772671439,0.987091343917424,1,8,186.45678803968715,5,261,134,71.70078127895233
415.10972639698946,9,17729,65.66480700489161,205.6606663216961,1.7852776804675827,8,10,38.61408737620762,8,162,67,70.86099399304005
330.0933065723702,6,11541,75.11112836749419,176.25474346012717,3.1661323598049975,7,8,0.0,2,365,146,54.65772112324315
401.71353676089416,8,3443,82.53846293311162,324.2159794931548,0.43676993979900813,7,2,0.0,9,13,158,42.50787441886727
407.3245548100726,8,11457,72.74487266361407,316.5735808049203,1.370037279429003,3,7,163.06592179175414,6,238,127,60.19587855911844
374.2360366160434,8,11380,63.74323451782025,356.6942189905311,2.098294846678402,1,8,134.7398331155282,9,71,162,87.61156827568925
420.3874287600474,8,8783,65.07985590928163,198.60205905384038,1.49825183950264,4,6,81.67591541105969,2,444,84,64.49480711410483
461.09166169064673,5,12473,68.01389679371907,378.41669256988376,1.778171244607824,9,5,0.0,3,142,158,44.621736106553115
567.8053848871581,5,18368,65.24087762344347,66.59899008394753,1.7901362604621573,5,9,64.7690699089059,8,309,82,68.60768799710075
444.5696025238924,6,16328,62.070557523119604,26.714290102146894,1.9939678239506011,1,3,120.3274406140365,1,282,94,57.60447742187339
450.54362813203903,4,1827,71.23525821569353,0.0,1.6164362431122092,5,10,183.45354934344783,10,268,31,37.360412218210016
426.63989406483597,8,8147,68.23042134619361,225.10541406420037,1.5510294289155615,8,4,118.67713998018995,7,240,65,44.32349927129347
293.84847249846905,9,5451,71.51776706846447,187.00526634921636,2.947447796736985,8,9,140.1648274164222,7,414,115,38.77821149422443
430.0910009676564,4,16343,79.4910992977223,418.39734177818997,3.0397233422882763,5,6,89.90940952206913,1,244,137,43.984334037884096
436.33657511575393,9,14635,68.10917732860513,202.70061194266952,1.0955653238020726,9,8,259.93793620217235,9,162,129,72.55174297328702
600.0,4,6959,60.51663996255751,341.00645219164005,0.0,1,7,38.54002845374177,8,59,59,63.944086608151665
418.1500105357592,6,1126,66.80886006197159,421.9944864874616,3.050699879656745,4,2,64.06094261718978,4,5,16,14.12676804345904
453.7114086480201,8,9795,76.16340173693314,197.05213865263264,1.2169596651582901,3,3,80.61135408051896,10,196,95,63.550416853776156
429.5007525812225,8,12641,75.41416216573563,344.70783151607634,2.370195870767792,2,1,163.41635183813793,5,469,143,60.33161970610652
347.8551812913937,7,8196,74.14911718090853,450.28913234327916,0.9474625015774263,8,9,36.89121681704955,2,57,15,14.901798516781994
514.2832426450815,9,12559,65.00234621470317,114.27558377916492,3.238203988207738,7,7,130.8574872438399,9,304,45,71.71707062430286
486.13917835344773,4,4368,76.01522094426159,303.72785073669667,4.0,9,1,133.1928114741246,6,406,166,28.676007275337128
488.95430018709936,4,4797,77.81519262429653,197.69484252010284,2.3462455273642693,2,3,64.4513623413296,3,216,158,38.18641896271238
366.5241032547788,5,16114,64.43662696088019,123.82651762602923,2.124717881232387,4,4,146.39835687654855,7,417,106,51.288804478627306
533.0011903873992,7,14718,69.6674392196598,69.53223892646567,1.9422883398479491,6,4,39.374888101005496,9,25,87,65.92596538460916
331.0667234789558,5,2792,86.16321570945689,121.40271417319492,2.8254394490503296,3,5,30.634068603060314,3,302,128,9.710647389730864
474.2537107536195,5,12053,64.0810057882929,309.00435086280186,2.6541494007476687,8,3,127.96846052171526,2,4,138,54.16239186660285
589.7128050583184,5,4476,56.3593066460502,58.37333166573799,3.002798762842292,3,3,0.0,7,473,118,82.68714247020881
360.6813845905904,9,4417,81.06323547571839,217.39094638670446,1.697666781921534,2,1,0.0,7,19,84,46.00973527238015
391.22656346860043,9,2645,79.09283817363648,421.9791610279346,2.4720941651237163,3,7,162.62666406374404,4,389,3,40.927395792745465
439.17489828631017,6,15755,66.3442614113806,367.3516445128404,1.7660255466350434,6,10,203.91759540729362,9,197,70,42.84099547755558
395.7497529036337,6,4072,69.09606574505531,220.42385655927646,1.3538274815439566,2,1,82.65575050459766,8,58,153,58.43621022717631
320.35223296323846,5,2854,60.200519598488384,553.4535620038087,2.1671876631972293,8,2,66.55434783217837,1,447,110,22.39555933258422
436.93653418603395,7,5662,70.71161818087762,583.9554620867491,1.4619898156983344,1,4,200.44281807796477,1,241,49,38.494695202310965
355.51413261172047,4,7514,79.32730972297121,303.91836473095884,3.138981598194071,7,4,28.356942560086395,5,145,139,31.65802621122188
466.09865500573306,9,3708,65.65916126593378,0.0,1.5104636975873418,2,5,10.930190022307329,6,387,94,76.44285288405099
365.8014551351662,7,12694,77.01681583029034,432.96722955243894,2.490836752549888,10,2,176.610913896679,3,272,91,13.359614490584754
543.5952771612629,8,10524,73.70979085912346,0.0,1.7172621609922223,6,4,120.72305492098458,9,248,64,66.8173961431354
375.60576295179095,9,7456,74.62253512704912,521.42191660801,2.42165020035001,2,1,205.19013914321903,10,13,46,44.966776484588465
408.81157083319135,9,5212,66.12552655530905,462.5377351113448,1.780802741235715,2,2,0.0,6,461,105,56.85407927289303
490.5732396506163,6,14224,67.16300653653205,566.1318756207031,1.19423098011397,10,1,7.946080710514963,4,12,129,33.596497978810184
343.37776921675527,4,8970,55.22582052422879,339.039833755159,2.5870181927614766,8,10,121.14656478753253,7,390,105,28.395555981260966
448.3771152914973,4,17920,65.46664469991916,245.7921349227243,2.0116675024694226,2,10,153.41389587870293,8,383,23,58.20092433072447
526.1142783083347,8,2625,79.30788366425007,232.48482994646642,2.4287879525779674,7,4,187.75976701515668,9,43,3,41.34690793465283
316.26120711159166,8,11314,62.56534244718181,218.06097434536545,1.85692565149565,3,4,133.9854215047022,6,374,107,45.96182834733096
445.29363781432596,9,8973,63.757586769144766,447.1602980512054,1.1376507889852385,8,7,133.1724124286855,6,398,18,39.661537004668496
450.7115611858865,5,9577,75.12151858965699,406.8407234258817,3.066542877645005,7,10,88.84787655758412,8,18,153,35.35665787008471
488.2912467679663,6,9070,73.22214633594474,318.033845015132,2.7894062043528707,8,9,247.2723923923614,5,62,39,43.21193229125668
342.9395488167781,6,9666,75.5189059983704,191.67280381095418,1.746431219557405,7,9,31.75812356236017,3,238,49,14.208939224772212
336.92712385793214,9,4600,60.69423567927677,694.3818946950408,2.2558233707990385,6,5,148.72161220447512,3,418,170,48.51896156088745
469.5797927244166,7,7783,90.0,436.8561920944305,3.03361558653035,7,10,40.97529323295842,6,336,74,58.45358068339761
453.3828964727894,5,14226,60.273973006662,60.34321203398867,1.8343693313100826,5,1,162.78228366440078,2,418,11,40.29135736613176
450.03548522490314,9,10146,71.23397850987254,222.56159760943095,1.9584923958475589,7,1,37.0385944489787,6,402,26,32.78253850693465
456.94427108378227,5,5971,68.7307560330513,439.7664146113059,2.394906000005899,1,6,179.50525588003666,6,403,112,47.42824246512004
383.03822004634867,5,14490,60.50686786107962,180.0691618150974,1.8327271491563313,1,2,128.96839574596137,8,99,48,48.55495284926267
448.7222661955923,5,18589,67.038324617494,352.73219382388334,2.8856735975896184,9,8,259.57113386069454,7,162,143,39.62140039615814
453.10121807750505,9,13951,70.18646080708696,442.6194450504222,2.06487937575405,5,9,97.51842821827316,8,415,129,71.19294025641115
380.5666979021015,6,13312,64.80021430509224,0.0,1.572771300004821,5,4,153.9972892998036,9,121,59,59.46135308270309
566.3357648024225,6,2990,77.4977889722788,283.79434503161247,2.686911063899196,3,5,57.62749756314322,6,431,29,60.783522423385584
466.1159703056487,5,6299,68.70699403630023,289.6813730347683,1.2862954804549227,5,8,96.96855948469644,3,43,83,29.223739227696814
346.22614820140933,7,13997,59.26980263185371,238.18913164743157,3.811902848899371,3,3,128.45995835554822,10,359,165,55.36183746834942
479.27185982163576,4,14472,58.590995738645624,345.25427024190617,3.465997090864162,9,5,0.0,3,407,27,35.10647114081436
361.8229197436329,9,5380,74.84932072489165,398.6279411243812,2.6107963815368125,9,3,6.590085265218235,1,316,24,24.25402761816885
488.67009146945657,4,5757,58.10583373839731,321.3076416486914,2.543464817455922,6,10,167.9887439868516,5,380,95,45.722523055648814
515.4188816885331,7,11395,72.53140858439266,243.9258908925852,2.505953134255439,1,3,108.31305427746562,4,144,124,67.56362735970698
372.9108730786769,9,17241,73.55724148533567,394.89319496764045,1.8087241712648745,7,3,72.56587735615824,9,326,9,53.806454728253094
501.36308130559115,5,6588,62.03715708860786,307.3580113911535,2.437847716544674,7,7,61.041105566659546,9,362,41,59.428938848526
461.7202267394279,6,18350,77.12590467019912,265.39493802067824,1.4614939116337213,10,7,64.1208963421045,5,49,39,46.097525565196335
491.1883315196033,4,5944,56.257651009906944,103.15809219916213,2.603054734752145,10,7,129.00405720065828,10,64,76,33.861804265182876
568.5690947510842,8,14395,72.37167147198846,65.60178221008825,2.8942775544250363,4,10,155.6028691292952,4,354,104,87.29358160250217
414.3320556477933,8,18072,69.67313653123193,100.31553109288943,1.8975311192133326,8,8,0.0,7,287,117,66.39105544853624
377.73099616626075,7,5243,69.04801619415285,341.7493591830322,1.7239185646762247,6,5,233.02672454159136,6,163,41,35.43257860082558
367.9549610669623,5,10916,60.57682685615542,288.13818785904726,1.2300183802816722,4,5,227.33606103535942,4,140,46,23.581998469197647
373.2616594824884,4,10984,62.503823964800596,77.95738526888053,3.366364186852553,4,4,0.0,10,453,164,58.21667278554305
426.4486769221845,5,2759,82.95041620016478,396.88767386907165,1.787468772926231,2,7,206.8741357058238,2,313,21,25.183651391346153
456.56294218679835,4,10181,79.72124007097403,506.1464269768643,2.0410087711867018,2,10,204.4175081064834,1,127,106,34.20893606816481
451.9217375517614,7,3482,75.93667670819039,210.22595749254964,2.4401244679965806,4,4,120.03563953500361,4,397,26,31.692013469324042
491.55719393059366,7,1951,77.5187848282375,38.852721394743895,2.4257661143119478,5,2,16.226510249209895,4,420,40,50.77229122185557
432.93613621520933,8,3079,76.76810835737015,193.6310422647131,2.797248076544856,8,4,201.2182473332058,1,367,79,34.12867733111402
536.6544535553269,5,3717,67.41315030171033,428.16909401920407,1.8965360641293372,6,8,100.70151469621189,6,462,161,55.461143123885634
412.9447080068672,9,10692,70.38082841451481,382.27947878021615,1.2890656492232697,4,9,163.9103075055165,4,238,159,60.17959938363659
600.0,8,8311,58.21993297567193,161.63509709827815,1.1490677528221473,7,3,297.5361017569423,1,323,88,69.28274729741763
477.04804903908047,5,19449,69.2824349855398,528.1758206647113,1.736595813725723,8,7,140.1469400498895,1,295,65,32.67599188011217
370.28465593802764,8,1768,79.4673139963135,502.2420098889598,1.4385196202603008,2,9,46.64922466251505,1,186,11,45.02077321827121
354.8957401396,9,6490,64.71434201394291,190.04909050850384,1.9571066357537936,7,4,93.14152040642227,8,207,167,39.41540045684439
466.73801389750935,6,16534,78.18512963749781,188.50649955525498,3.2460630486079864,2,10,56.844371180720984,10,219,72,79.5331524386541
415.91067945653873,6,7645,70.7326859095501,211.0758093930766,1.898177435293049,2,3,154.6791773958818,8,399,75,53.89925733287316
483.4080355746307,6,6232,58.91702507464214,223.9000836917181,1.8978793109323548,8,5,55.51459530001563,2,189,89,33.556798702262775
466.0731089692953,6,12485,61.14144389322951,442.5807011892665,2.1868809789953696,2,1,82.17188621202854,7,387,9,55.459117822927276
426.7563182887052,4,6797,77.35442295766204,363.7993590714891,1.8755000070303471,9,3,17.24557004739202,8,428,95,33.7114841557787
371.03085229907487,6,13342,74.42019268206708,431.5618154025881,2.146087011425445,1,8,109.43303955846852,8,345,175,46.17468057366291
322.93099982261776,9,9038,70.81411258390101,401.034771478005,2.6326953779850775,9,8,134.14038346416396,10,283,19,38.85792389471616
399.8509234511745,7,17002,67.80774548601643,557.1790602290598,2.9078008438106515,1,4,0.0,7,351,38,42.77727868121662
493.66071319129,7,14087,71.68454382102868,141.09216842862892,3.002570559791219,10,2,140.76588491841767,5,236,59,39.80827218350673
447.41474957737466,4,5873,77.04236999402599,357.05377955758746,3.8454817765848164,10,8,116.34398151225766,1,193,65,28.898148045706645
342.3068079327369,6,2481,81.80682624389829,0.0,2.655487556937951,2,8,58.80064409950981,9,286,64,40.58087944275315
444.4690266612851,6,11093,82.18947359552484,102.45666388547124,3.9875831210794477,6,10,282.29031394158983,7,258,178,51.40770561589617
459.7428513404763,6,15422,72.97567920606798,288.77199210977295,1.5788145535522857,6,4,196.6781222083804,2,245,123,46.614206734600636
368.36226459351843,8,17438,68.62454647708384,362.73099191318045,3.873027921939668,1,3,32.28780110788789,6,135,163,91.94669489261062
443.068207628078,5,8643,71.16998406255084,284.72763869556456,1.895699156624328,7,2,187.05895036569123,2,279,151,18.873473253602217
436.19102772811203,8,16708,74.17696285804064,214.92113717809826,1.9743848553895718,8,9,219.5598460816846,1,270,154,51.303295322366615
349.7061385561951,5,12271,74.14453555076074,241.58731837604432,2.1041019620617014,2,1,130.56167380940457,7,170,129,54.60619758418021
457.7606899450764,6,18216,80.46389309712085,505.41614646361563,2.025103431073015,8,7,148.91536295578604,2,158,158,61.05809666248913
472.3764858985129,6,13600,86.92604577533324,242.3951733179789,2.2686723173812027,9,5,147.06773335372728,2,200,56,33.95609256613263
509.97968950861997,8,11998,68.3579629630873,562.3862433065291,1.7359775980092487,6,8,0.0,5,44,77,48.61364596110789
507.873747746513,8,15295,87.24707927059569,419.10256103117,2.8639697384570977,5,4,105.05043225196806,5,449,28,77.60724116243138
332.8078055070894,5,11682,79.37791397406716,368.6306019222346,1.7577319723030564,9,7,100.88697264127771,7,263,14,27.04137247031071
364.4765971261112,7,17380,69.19341607851834,120.96046345185066,2.7244883186023134,9,5,234.41245092479025,1,70,11,35.95329496569257
469.0825392390235,5,9519,81.98851871092064,440.285724209944,3.4221788956190116,1,5,146.69822908494984,8,363,100,49.16519335076324
468.99258846567903,8,4300,83.48518641135333,225.93441333772512,1.9143181041538084,3,9,96.19112303066441,3,370,155,64.50176014846535
469.0834334140355,9,7722,66.31763644644923,120.83403629914503,2.835506734383342,9,9,112.7900207207191,4,102,83,54.98345893605746
600.0,8,8218,83.85772201988519,376.9265419619066,2.647327431122548,2,9,201.8708465301921,9,124,124,83.53394766572626
473.10411676990805,9,4054,78.6006625682877,91.80809091501905,4.0,4,6,105.23322694037476,4,312,102,79.03431298266503
513.7607260930031,4,14575,88.94847302383354,185.6637806805627,1.7961355481240402,4,6,64.14435735267128,10,463,23,61.44352588471579
500.6881269715106,8,8970,66.60769134400401,298.48261327966327,2.8360572934446275,2,5,97.94382456633069,5,285,148,68.24376353759479
478.9001700940175,4,3143,67.17258605011203,632.7632136172091,0.8991911265787575,3,9,195.25569150581458,7,457,137,49.01042680112329
409.30061438589513,7,10503,53.78670296205328,196.96263663112686,1.8033132714105498,3,10,159.69319244783492,4,229,109,64.22695925827378
486.6457838755153,5,16149,74.5695513645437,231.2675221049137,2.4827142700775267,1,8,123.5414378679291,1,145,77,67.53499799790498
376.35658455329485,9,19922,73.00201004494974,409.8517581632468,3.314527975271825,6,7,135.3231439555864,9,369,100,80.7326898229986
414.94906031471936,5,13175,65.49605062771467,114.25564674359309,1.2192533080126378,8,7,75.22060211236143,4,196,145,35.463087916270915
397.05382455630456,4,9356,69.34519414809553,366.4209571531373,2.8288725125928886,3,6,104.48404796458772,9,372,141,46.89626884928379
437.89493803581524,9,16070,59.510231918599075,480.88902114248816,2.1494212348136332,5,5,66.93565425803862,6,220,161,69.30129561228941
